Uniq_ID,Upload_Id,Status,Company,Technology,Concept,Question,Difficulty Level,Suggested Answer,Module
eaba62ca-479,eaba62ca,Completed,Collective,Prometheus,Service Discovery and Scraping,What is target in Prometheus?,Easy,"A target in Prometheus is a specific endpoint, typically an HTTP URL, that exposes metrics in the Prometheus exposition format. Prometheus periodically scrapes these targets to collect time-series data. Targets can be defined statically in the configuration file or discovered dynamically via service discovery mechanisms like Kubernetes or Consul.",Monitoring Tools
eaba62ca-480,eaba62ca,Completed,Collective,Grafana,Data Sources,What is datasource in Grafana?,Easy,"A data source in Grafana is a connection configuration that allows the platform to communicate with an external database or service, such as Prometheus, InfluxDB, or MySQL. It acts as a bridge, enabling Grafana to query, retrieve, and visualize time-series data or logs stored in these systems. By defining a data source, users can create dashboards that pull real-time metrics from various backend storage engines.",Monitoring Tools
eaba62ca-481,eaba62ca,Completed,Collective,Linux,System Initialization,_init_,Medium,"The init process is the first process started by the kernel during the boot sequence, assigned PID 1. It acts as the parent of all other processes and is responsible for initializing the system environment, starting services, and managing runlevels or targets. Modern Linux distributions typically use systemd as the init system, though others like SysVinit or OpenRC exist.",Linux
eaba62ca-482,eaba62ca,Completed,Collective,Linux,Shell Scripting,self,Easy,"In Linux shell scripting, 'self' is not a reserved keyword, but the variable '$0' is used to represent the name of the script being executed. It is commonly used to reference the script itself for logging, error messages, or recursive calls. If referring to object-oriented programming contexts like Python, 'self' represents the instance of the class, allowing access to its attributes and methods.",Linux
eaba62ca-483,eaba62ca,Completed,Collective,Object-Oriented Programming,Instantiation,object creation,Easy,"Object creation, or instantiation, is the process of allocating memory for an object based on a class definition. It typically involves invoking a constructor method that initializes the object's state and assigns it to a variable. This process transforms a static blueprint into a concrete instance that can hold data and execute behaviors.",Python
eaba62ca-484,eaba62ca,Completed,Collective,Programming/General Computing,Method Invocation,method call,Easy,"A method call is the process of invoking a specific function or procedure associated with an object or class in object-oriented programming. It triggers the execution of the code block defined within that method, often passing arguments to influence its behavior. The result of the execution is typically returned to the caller, allowing for modular and reusable code structures.",Python
eaba62ca-485,eaba62ca,Completed,Collective,Programming,Scope,Define variable inside method,Easy,A variable defined inside a method is known as a local variable. It is only accessible within the scope of that specific method and is typically destroyed once the method execution completes. Local variables are not visible to other methods or the rest of the class.,Others
eaba62ca-486,eaba62ca,Completed,Collective,Python,Object-Oriented Programming,Configuring class name in Python,Easy,"In Python, the class name is defined immediately following the 'class' keyword during the class definition, such as 'class MyClassName:'. To dynamically set or change a class name at runtime, you can assign a string to the '__name__' attribute of the class object. This is often used in metaprogramming or when creating classes dynamically via the 'type()' constructor.",Python
eaba62ca-487,eaba62ca,Completed,Collective,Linux,Process Management,Final corrected class example,Medium,"In Linux, a process is an executing instance of a program identified by a unique Process ID (PID). The lifecycle of a process involves states such as running, sleeping, or zombie, managed by the kernel scheduler. Administrators use tools like 'ps', 'top', or 'htop' to monitor these processes and 'kill' to send signals for termination or management.",Linux
eaba62ca-488,eaba62ca,Completed,Collective,AWS,Boto3 SDK,Python script to list all EC2 instances in AWS,Easy,"You can use the Boto3 library to interact with the AWS EC2 API. By creating an EC2 resource or client object, you can call the 'describe_instances' method to retrieve a dictionary containing instance metadata. You then iterate through the 'Reservations' and 'Instances' keys in the response to extract specific attributes like InstanceId or State.",AWS
eaba62ca-489,eaba62ca,Completed,Collective,Linux,Shell Scripting / Networking,Shell script with port number connectivity check,Medium,"You can use the 'nc' (netcat) command with the '-z' flag to scan for a listening port without sending data. A typical implementation uses 'nc -zv <host> <port>' and checks the exit status using '$?' to determine if the connection was successful. Alternatively, you can use '/dev/tcp/<host>/<port>' redirection in Bash to test connectivity without external dependencies.",Linux
eaba62ca-490,eaba62ca,Completed,Collective,Docker,Dockerfile,Sample Dockerfile and explanation,Easy,"A Dockerfile is a text document containing all the commands a user could call on the command line to assemble an image. A sample structure includes 'FROM' to define the base image, 'WORKDIR' to set the directory, 'COPY' to move files, 'RUN' to execute build-time commands, and 'CMD' to define the default execution process. This declarative approach ensures consistent, reproducible environments across different development and production stages.",Docker
eaba62ca-491,eaba62ca,Completed,Collective,AWS,EC2 Backup and AMI Management,"What applications are running on your instance, why you want to take backup or which data you want to take backup to AMI?",Medium,"An AMI (Amazon Machine Image) is used to create a point-in-time snapshot of an EC2 instance, capturing the OS, installed applications, and configuration files. Backups are typically performed to ensure disaster recovery, facilitate system migration, or preserve a stable state before applying major updates. You should back up critical data, application binaries, and system configurations that are not stored in persistent external storage like Amazon RDS or EFS.",AWS
eaba62ca-492,eaba62ca,Completed,Collective,Web Services,REST Architecture,What are REST APIs?,Easy,"REST (Representational State Transfer) is an architectural style for designing networked applications that relies on a stateless, client-server communication protocol, typically HTTP. It uses standard HTTP methods like GET, POST, PUT, and DELETE to perform CRUD operations on resources identified by URIs. REST APIs are designed to be scalable, cacheable, and decoupled, allowing different systems to interact efficiently over the web.",Others
eaba62ca-493,eaba62ca,Completed,Collective,Python,REST API Integration,Write Python script to call REST API,Easy,"You can use the 'requests' library to interact with REST APIs by calling methods like requests.get() or requests.post(). After sending the request, you should check the response status code using response.raise_for_status() to handle errors and then parse the returned data using response.json(). This approach provides a simple, human-readable way to handle HTTP verbs and JSON payloads.",Python
eaba62ca-494,eaba62ca,Completed,Collective,Linux,Shell Scripting,Where is the call to URL in the script?,Easy,"The call to a URL in a script is typically executed using command-line utilities such as 'curl' or 'wget'. You can locate it by searching for these keywords within the script file using 'grep -E ""curl|wget"" script_name.sh'. The URL itself will appear as an argument immediately following the command.",Linux
eaba62ca-495,eaba62ca,Completed,Collective,Linux/Shell,Command Line Data Processing,Construct payload and pass JSON payload and print it,Easy,"You can construct a JSON payload using echo or printf and pass it to a command like curl using the -d flag. For example, 'curl -X POST -H ""Content-Type: application/json"" -d '{""key"":""value""}' http://api.example.com' will send the payload. To print it, you can pipe the output into 'jq .' to format and display the JSON structure clearly.",Shell scripting
eaba62ca-496,eaba62ca,Completed,Collective,HTTP,RESTful Methods,Explain HTTP methods,Easy,"HTTP methods define the action to be performed on a given resource. The most common methods include GET for retrieving data, POST for submitting new data, PUT for updating existing resources, and DELETE for removing them. Each method has specific semantics regarding idempotency and safety, which are critical for designing robust and predictable APIs.",Networking
eaba62ca-497,eaba62ca,Completed,Collective,Grafana,Dashboard Visualization,In Grafana you have created dashboard�explain created dashboard,Easy,"A Grafana dashboard is a collection of panels that visualize data from connected data sources like Prometheus, InfluxDB, or SQL databases. Each panel uses specific queries to fetch metrics or logs, which are then rendered as graphs, heatmaps, or tables. Dashboards allow users to monitor system health, track performance trends, and set up alerts based on defined thresholds.",Monitoring Tools
eaba62ca-498,eaba62ca,Completed,Collective,Kubernetes,Observability and Monitoring,Dashboard creation for Kubernetes cluster,Medium,"Dashboard creation for Kubernetes is typically achieved by deploying the official Kubernetes Dashboard or using integrated observability stacks like Prometheus and Grafana. The official dashboard provides a web-based UI for managing cluster resources, while Grafana is preferred for visualizing complex metrics and logs. To implement this, you deploy the necessary manifests or Helm charts, configure RBAC permissions for secure access, and expose the service via a ClusterIP, NodePort, or Ingress controller.",Kubernetes
eaba62ca-499,eaba62ca,Completed,Collective,Grafana,Alerting,Create an alert in Grafana for Lambda (threshold: more than once in a day),Medium,"To create this alert, first ensure your Lambda metrics are ingested into Grafana via CloudWatch. Create a new alert rule using a 'Reduce' expression to count the occurrences of the metric over a 24-hour range, then set a threshold condition where the count is greater than 1. Finally, configure the alert evaluation interval and notification channel to trigger when the threshold is breached.",Monitoring Tools
eaba62ca-500,eaba62ca,Completed,Collective,Grafana,Data Sources,What data sources does Grafana support?,Easy,"Grafana supports a wide range of data sources, including time-series databases like Prometheus, InfluxDB, and Graphite, as well as relational databases such as PostgreSQL, MySQL, and Microsoft SQL Server. It also integrates with cloud-native monitoring services like AWS CloudWatch, Google Cloud Monitoring, and Azure Monitor. Additionally, it supports log aggregation tools like Loki and Elasticsearch, and can connect to custom data sources via plugins.",Monitoring Tools
eaba62ca-501,eaba62ca,Completed,Collective,Grafana,Loki,Any logging framework in Grafana you used?,Medium,"Grafana Loki is the primary logging framework used alongside Grafana for log aggregation. It is designed to be cost-effective and highly scalable by indexing only metadata rather than the full log content, allowing for seamless correlation between metrics and logs within the Grafana dashboard.",Monitoring Tools
eaba62ca-502,eaba62ca,Completed,Collective,Linux,Security/Authentication,Greylock,Hard,"Greylock is a security mechanism often associated with the PAM (Pluggable Authentication Modules) framework or specific Linux security hardening tools designed to mitigate brute-force attacks. It functions by introducing a delay or 'greylisting' period for failed authentication attempts, effectively slowing down automated password guessing. This technique forces attackers to wait between attempts, significantly reducing the efficacy of dictionary and brute-force attacks against SSH or other login services.",Linux
eaba62ca-503,eaba62ca,Completed,Collective,Grafana,Data Source Plugins and Backend Framework,How does framework work in Grafana (like Greylock or similar concept),Hard,"Grafana uses a plugin-based architecture where data sources communicate with the Grafana backend via a gRPC-based protocol. The backend framework handles authentication, proxying, and data transformation, while the frontend plugin uses the Grafana UI toolkit to render visualizations. This decoupled design allows developers to build custom data source plugins that can query external APIs or databases and stream the results back to the Grafana dashboard.",Monitoring Tools
eaba62ca-504,eaba62ca,Completed,Collective,ELK Stack and Grafana,Log aggregation and visualization,Explain ELK with Grafana,Medium,"The ELK stack consists of Elasticsearch for storage and search, Logstash for data processing, and Kibana for visualization. While Kibana is the native visualization tool for ELK, Grafana is often integrated as an alternative or complementary dashboarding layer because of its superior ability to unify data from multiple sources, such as Prometheus or cloud-native metrics, alongside Elasticsearch logs. This combination allows engineers to correlate time-series metrics with raw log data in a single pane of glass.",Monitoring Tools
eaba62ca-505,eaba62ca,Completed,Collective,DevOps/Infrastructure Management,Agent-based vs Agentless Architecture,Explain agents,Medium,"Agents are software processes installed on managed nodes that communicate with a central controller to execute tasks, report status, or collect telemetry. They provide real-time monitoring and local execution capabilities, though they require maintenance and consume local system resources. In contrast, agentless architectures rely on protocols like SSH or WinRM to manage systems remotely without persistent local software.",Terraform
eaba62ca-506,eaba62ca,Completed,Collective,Elastic Stack,Logstash,Logstash,Medium,"Logstash is a server-side data processing pipeline that ingests data from multiple sources simultaneously, transforms it, and sends it to a 'stash' like Elasticsearch. It operates using a three-stage architecture consisting of inputs, filters, and outputs, allowing for complex data enrichment and parsing. It is primarily used for centralized logging and log analysis within the ELK stack.",Monitoring Tools
eaba62ca-507,eaba62ca,Completed,Collective,Elasticsearch,Search Engine Alternatives,Any other things other than Elasticsearch,Medium,"Alternatives to Elasticsearch include OpenSearch, which is a community-driven, open-source fork of Elasticsearch, and Apache Solr, which is highly scalable and built on Lucene. For log-specific use cases, platforms like Splunk or the ELK stack alternatives like Grafana Loki are frequently used. Additionally, managed cloud services like Amazon CloudSearch or Algolia provide specialized search-as-a-service capabilities depending on the specific indexing and retrieval requirements.",Monitoring Tools
eaba62ca-508,eaba62ca,Completed,Collective,Software Engineering,Logging and Observability,"Debugging methods at application end (INFO, ERROR, etc)",Easy,"Application logging involves using standardized log levels like DEBUG, INFO, WARN, and ERROR to categorize the severity of events. Developers should implement structured logging (e.g., JSON format) to facilitate easier parsing and filtering in centralized log management systems like ELK or Splunk. Effective debugging relies on including contextual metadata such as timestamps, request IDs, and stack traces to correlate events across distributed services.",Python
eaba62ca-509,eaba62ca,Completed,Collective,SQL,Query Construction,Any knowledge about SQL and writing queries,Medium,"SQL is a domain-specific language used for managing and manipulating relational databases. Writing queries involves using commands like SELECT, JOIN, WHERE, and GROUP BY to retrieve, filter, and aggregate data from tables. Proficiency requires understanding relational algebra, indexing for performance, and proper normalization to ensure data integrity.",Others
eaba62ca-510,eaba62ca,Completed,Collective,Database Systems,Database Architecture,SQL vs NoSQL difference,Medium,"SQL databases are relational, using structured schemas and tables to store data with a focus on ACID compliance and complex queries. NoSQL databases are non-relational, offering flexible schemas for unstructured or semi-structured data, which allows for horizontal scalability and high performance with large datasets. The choice depends on whether your application requires strict data integrity or high-speed, distributed data handling.",Database Systems
eaba62ca-511,eaba62ca,Completed,Collective,Linux/Bash,Process Automation and Interoperability,Python script calling REST API using shell/bash script,Medium,"You can execute a Python script from a Bash script by calling the python3 interpreter followed by the script path, such as 'python3 script.py'. To handle REST API calls, the Python script should utilize the 'requests' library for robust HTTP handling, while the Bash script can pass arguments or environment variables to the Python process. The Bash script can then capture the Python script's exit code or standard output to determine the success or failure of the API interaction.",Linux
eaba62ca-512,eaba62ca,Completed,Collective,General Engineering,Professional Development,How adaptive / fast learner to work with database and learning new technology (short answer),Easy,"I approach new database technologies by first understanding their underlying data model and consistency guarantees, such as CAP theorem trade-offs. I leverage official documentation, hands-on prototyping in isolated environments, and comparative analysis against tools I already know to accelerate my learning curve. My process focuses on identifying core architectural patterns, which allows me to quickly adapt to new stacks by mapping them to familiar technical foundations.",Others
eaba62ca-513,eaba62ca,Completed,Collective,Observability,Application Performance Monitoring (APM),APM tools,Medium,"APM tools are software solutions that monitor the performance, availability, and user experience of applications by tracking metrics, traces, and logs. They provide visibility into the application stack, helping teams identify bottlenecks, latency issues, and errors in real-time. Common examples include Datadog, New Relic, and Dynatrace, which use instrumentation to map dependencies and analyze transaction flows.",Monitoring Tools
eaba62ca-514,eaba62ca,Completed,Collective,Kubernetes,Professional Experience and Skill Assessment,"1) Explain your skill set, roles, responsibilities, day-to-day activities, and rate your Kubernetes skills out of 5",Easy,"This is a behavioral and technical self-assessment question. To answer effectively, outline your experience managing containerized workloads, CI/CD pipelines, and infrastructure-as-code, while detailing daily tasks like cluster maintenance, troubleshooting, and resource optimization. When rating your skills, provide a realistic score based on your ability to handle complex tasks like custom resource definitions, networking policies, or cluster upgrades, and justify that score with specific project examples.",Kubernetes
eaba62ca-515,eaba62ca,Completed,Collective,Kubernetes,Networking and Service Discovery,2) How to troubleshoot pods in the same namespace not communicating despite liveness and readiness probes working?,Hard,"First, verify that the target pod has a matching label selector for the Service and that the container ports are correctly defined. Check for NetworkPolicies that might be explicitly dropping traffic between pods, and inspect the Service's endpoints to ensure the target pod's IP is listed. Finally, test connectivity using 'kubectl debug' or a temporary ephemeral container to rule out application-level binding issues or firewall rules within the cluster CNI.",Kubernetes
eaba62ca-516,eaba62ca,Completed,Collective,Kubernetes,Container Network Interface (CNI),3) What network plugins have you used in Kubernetes?,Medium,"I have experience with Calico for its robust network policy enforcement and BGP routing capabilities, as well as Flannel for simpler, overlay-based networking requirements. I have also utilized Cilium in production environments to leverage eBPF for high-performance networking, advanced observability, and granular security filtering. The choice of plugin typically depends on the specific requirements for performance, security policies, and underlying cloud provider integration.",Kubernetes
eaba62ca-517,eaba62ca,Completed,Collective,Kubernetes Networking,Container Network Interface (CNI) plugins,4) Have you actually deployed Calico or Flannel in your projects?,Medium,"Calico and Flannel are CNI plugins used to provide networking between pods in a Kubernetes cluster. Flannel is a simple, overlay-based network that uses VXLAN to provide a flat network, while Calico provides more advanced features like network policies and BGP-based routing for better performance and security. The choice between them depends on whether the requirement is a simple connectivity solution or a robust, policy-driven network architecture.",Kubernetes
eaba62ca-518,eaba62ca,Completed,Collective,Kubernetes,Ingress Controllers,"5) let's say you have a two applicationsI mean, two microservices and two ingress controllersHow to manage two microservices with two ingress controllers?",Medium,"You manage two microservices with two ingress controllers by assigning each controller a unique Ingress Class name. When defining your Ingress resources, you specify the 'ingressClassName' field to route traffic to the appropriate controller. This allows you to isolate traffic paths, handle different protocols, or manage separate load balancer configurations for each microservice independently.",Kubernetes
eaba62ca-519,eaba62ca,Completed,Collective,Kubernetes,Ingress Networking,6) How to configure a microservice to connect only to Ingress Controller A?,Medium,"To restrict a microservice to a specific Ingress Controller, you must define the 'ingressClassName' field in your Ingress resource to match the class name assigned to Ingress Controller A. Additionally, you can implement NetworkPolicies to restrict ingress traffic at the pod level, ensuring the microservice only accepts connections originating from the specific IP range or namespace associated with that Ingress Controller.",Kubernetes
eaba62ca-520,eaba62ca,Completed,Collective,Kubernetes,Taints and Tolerations,7) How does taint and tolerations work in your microservices setup?,Medium,"Taints are applied to nodes to repel specific pods, while tolerations are applied to pods to allow them to schedule onto tainted nodes. This mechanism ensures that specialized workloads, such as those requiring GPU resources or dedicated hardware, are only placed on appropriate nodes. It does not guarantee that a pod will land on a specific node, but rather acts as a filter to prevent unwanted pods from being scheduled on restricted infrastructure.",Kubernetes
eaba62ca-521,eaba62ca,Completed,Collective,Kubernetes,Scheduling and Affinity,"8) What is the difference between pod affinity and node affinity, and when do you use them?",Medium,"Node affinity allows you to constrain which nodes your pod is eligible to be scheduled on based on node labels, whereas pod affinity allows you to constrain which nodes your pod is eligible to be scheduled on based on the labels of pods already running on those nodes. You use node affinity to pin workloads to specific hardware, such as nodes with GPUs or SSDs. You use pod affinity to ensure related services are co-located on the same node for low-latency communication or to ensure high availability by spreading pods across different failure domains.",Kubernetes
eaba62ca-522,eaba62ca,Completed,Collective,Kubernetes,Scheduling and Placement,9) How do you decide when to use taints and tolerations versus node/pod affinity in Kubernetes?,Medium,"Use taints and tolerations to repel specific pods from nodes, effectively acting as a 'no-go' zone for general workloads unless they explicitly tolerate the taint. Conversely, use node affinity to attract pods to specific nodes based on labels, ensuring they are scheduled on preferred or required hardware. Taints are best for isolating nodes for specific tasks, while affinity is ideal for workload placement based on performance requirements or topology.",Kubernetes
eaba62ca-523,eaba62ca,Completed,Collective,Kubernetes,Ingress Controller Deployment,10) How do you deploy an ingress controller in multiple Kubernetes clusters using operators or reusable mechanisms?,Hard,"To deploy ingress controllers consistently across multiple clusters, use GitOps tools like ArgoCD or Flux to synchronize Helm charts or Kustomize manifests from a central repository. Alternatively, deploy a Kubernetes Operator such as the NGINX Ingress Operator, which manages the lifecycle and configuration of the controller as a Custom Resource. This approach ensures declarative state management and configuration drift detection across all target clusters.",Kubernetes
eaba62ca-524,eaba62ca,Completed,Collective,Kubernetes,Ingress Controller,11) Have you deployed Ingress controller? How do you deploy an ingress controller in Kubernetes clusters?,Medium,"An Ingress controller is deployed to manage external access to services in a cluster, typically via HTTP/HTTPS. It is commonly deployed using Helm charts, which package the necessary resources like Deployments, Services, and RBAC roles, or by applying official YAML manifests provided by the controller vendor (e.g., NGINX, Traefik). Once deployed, the controller watches for Ingress resources and configures the underlying load balancer or proxy to route traffic accordingly.",Kubernetes
eaba62ca-525,eaba62ca,Completed,Collective,DevOps,CI/CD Pipeline Management,12) What is your main role in your current project as a build and release engineer?,Easy,"My role involves designing, maintaining, and automating the CI/CD pipelines to ensure seamless code integration and deployment. I manage version control workflows, oversee build artifacts, and coordinate release cycles to minimize downtime and ensure environment consistency. Additionally, I collaborate with development and operations teams to troubleshoot deployment issues and optimize the overall software delivery lifecycle.",Others
eaba62ca-526,eaba62ca,Completed,Collective,CI/CD,Release Management,13) Explain your build and release management process from non-prod to production,Medium,"The process begins with code commits triggering automated CI pipelines that run unit tests and build immutable artifacts like Docker images. These artifacts are promoted through non-prod environments (Dev/QA/Staging) using Infrastructure as Code (IaC) to ensure consistency, where integration and load testing occur. Final deployment to production is handled via automated CD pipelines, often utilizing blue-green or canary deployment strategies to minimize risk and ensure zero-downtime rollouts.",Jenkins
eaba62ca-527,eaba62ca,Completed,Collective,CI/CD,Deployment Pipelines,14) How do you promote deployments from lower environments to higher environments?,Medium,"Promoting deployments is best achieved by using immutable artifacts, such as container images, that are built once and promoted through environments (e.g., Dev, Staging, Prod) without being rebuilt. Configuration management tools or environment-specific variables are used to inject environment-specific settings into the same artifact. This ensures that the exact code tested in lower environments is what runs in production, minimizing configuration drift and deployment risks.",Jenkins
eaba62ca-528,eaba62ca,Completed,Collective,DevOps,CI/CD Pipeline and Release Management,"15) Explain the stages before production, approval process, and issue mitigation after production deployment",Medium,"Stages before production typically include development, unit testing, integration testing, and staging/UAT environments to ensure code quality. The approval process involves automated gate checks, such as passing security scans and test suites, followed by manual sign-offs from QA or product owners. Post-deployment issue mitigation is handled through monitoring, automated rollbacks, or hotfixes, often supported by incident management protocols like blameless post-mortems.",Others
eaba62ca-529,eaba62ca,Completed,Collective,DevOps,Continuous Deployment,16) What is the release frequency for application deployment in your organisation?,Easy,The release frequency depends on the maturity of the CI/CD pipeline and the specific business requirements. High-performing organizations typically aim for multiple deployments per day using automated testing and canary releases to minimize risk. The goal is to reduce lead time for changes while maintaining system stability through robust monitoring and rollback strategies.,Others
eaba62ca-530,eaba62ca,Completed,Collective,CI/CD,Deployment Pipelines and Database Migrations,17) How do you promote code with dependencies like database changes and handle conflicts?,Hard,"Code promotion is handled using automated CI/CD pipelines where database changes are managed via version-controlled migration scripts (e.g., Flyway or Liquibase) that execute before application deployment. To handle conflicts, teams utilize 'expand and contract' patterns, ensuring database schemas remain backward compatible with previous application versions. If conflicts occur during merging, they are resolved at the source control level, and automated integration tests are triggered to validate the integrity of the combined code and schema changes.",Jenkins
eaba62ca-531,eaba62ca,Completed,Collective,DevOps,CI/CD Pipeline,18) Explain the complete process of promoting code to production,Medium,"Promoting code to production involves a CI/CD pipeline where code is first committed to a version control system, triggering automated builds and unit tests. Once validated, the artifact is deployed to staging environments for integration and user acceptance testing. Upon successful verification, the code is promoted to production through automated deployment strategies like blue-green or canary releases to ensure stability and minimal downtime.",Others
eaba62ca-532,eaba62ca,Completed,Collective,DevOps,CI/CD Pipeline and Change Management,"19) How is code moved to production after testing, who approves it, and what is the approval process?",Medium,"Code is typically moved to production via automated CI/CD pipelines using deployment strategies like Blue-Green or Canary releases. Approval is usually handled by a combination of automated quality gates, such as passing unit and integration tests, and manual sign-offs from stakeholders like QA leads, product managers, or release engineers. The process is governed by a formal Change Management policy that ensures all deployments are tracked, audited, and verified against predefined acceptance criteria.",Others
eaba62ca-533,eaba62ca,Completed,Collective,CI/CD / Orchestration,Blue-Green Deployment and Canary Releases,20) How do you ensure zero downtime in production and shift traffic to the old version if needed?,Medium,"Zero downtime is achieved using Blue-Green deployments, where a new version (Green) is deployed alongside the current version (Blue) and traffic is cut over via a load balancer. If issues arise, the load balancer is immediately pointed back to the Blue environment to roll back traffic. Alternatively, Canary releases can be used to shift a small percentage of traffic to the new version, allowing for monitoring before a full rollout.",Jenkins
eaba62ca-534,eaba62ca,Completed,Collective,DevOps,Incident Management and Troubleshooting,21) What kind of production troubleshooting experience do you have? Can you share 1 or 2 real-time issues you resolved,Medium,"Production troubleshooting involves identifying root causes through log analysis, metrics monitoring, and distributed tracing to restore service availability. For example, I once resolved a cascading failure caused by a connection pool exhaustion in a microservice by implementing circuit breakers and tuning database connection timeouts. Another instance involved mitigating a latency spike by identifying a memory leak in a Java application using heap dump analysis and subsequently optimizing the garbage collection configuration.",Others
eaba62ca-535,eaba62ca,Completed,Collective,Kubernetes,Resource Management,22) What happens if you set resource limits like memory and CPU too low in production?,Medium,"Setting CPU limits too low causes CPU throttling, which significantly increases application latency and degrades performance. Setting memory limits too low leads to Out-Of-Memory (OOM) kills, causing the container to crash and restart repeatedly. This results in service instability, frequent pod restarts, and potential application downtime.",Kubernetes
eaba62ca-536,eaba62ca,Completed,Collective,Kubernetes,Horizontal Pod Autoscaler,23) What happens when resource usage reaches 70% threshold? How does deployment handle it?,Medium,"When resource usage hits a defined threshold like 70%, the Horizontal Pod Autoscaler (HPA) triggers a scale-out event by increasing the number of replicas for the deployment. The HPA controller continuously monitors metrics from the Metrics Server and updates the deployment's desired replica count to bring average utilization back below the target. This ensures application availability and performance by distributing the load across more pods.",Kubernetes
eaba62ca-537,eaba62ca,Completed,Collective,Ansible,Roles,24) What is an Ansible role?,Easy,"An Ansible role is a structured way to organize automation content by grouping tasks, variables, files, templates, and modules into a standardized directory structure. Roles allow for the reuse and sharing of automation code by encapsulating specific functionality, such as installing a web server or configuring a database. By using roles, you can simplify complex playbooks and maintain a clean, modular codebase.",Ansible
eaba62ca-538,eaba62ca,Completed,Collective,Python,Scripting and Automation,25) What is your experience with Python?,Easy,"My experience with Python involves developing automation scripts for infrastructure provisioning, log parsing, and CI/CD pipeline integration. I am proficient in using standard libraries like os, subprocess, and requests, as well as interacting with cloud provider SDKs like Boto3 for AWS resource management. I focus on writing clean, modular code that adheres to PEP 8 standards to ensure maintainability in DevOps environments.",Python
eaba62ca-539,eaba62ca,Completed,Collective,Terraform,Infrastructure as Code (IaC),26) Can you explain your practical experience with Terraform?,Medium,"Terraform is used to provision and manage infrastructure through declarative configuration files, enabling version control and repeatable deployments. My experience involves writing modular HCL code, managing state files in remote backends like S3 with DynamoDB locking, and utilizing workspaces for environment separation. I have also integrated Terraform into CI/CD pipelines to automate infrastructure changes while ensuring consistency across development, staging, and production environments.",Terraform
eaba62ca-540,eaba62ca,Completed,Collective,Terraform,State Management,27) Where do you store Terraform state files?,Easy,"Terraform state files should be stored in a remote backend rather than locally to ensure team collaboration and state locking. Common industry standards include using AWS S3 with DynamoDB for locking, Azure Blob Storage, or Terraform Cloud. Storing state remotely prevents concurrent modification conflicts and keeps sensitive infrastructure metadata secure.",Terraform
eaba62ca-541,eaba62ca,Completed,Collective,Terraform,State Management,28) How does Terraform detect manual changes made directly on AWS infrastructure?,Medium,"Terraform detects manual changes by comparing the current state of real-world infrastructure against the information stored in its state file. When you run 'terraform plan', Terraform refreshes the state by querying the AWS APIs to retrieve the actual configuration of resources. If the live attributes differ from the recorded state, Terraform identifies these as 'drift' and proposes updates to reconcile the configuration.",Terraform
eaba62ca-542,eaba62ca,Completed,Collective,Terraform,State Locking,29) How do you unlock a locked Terraform state file?,Medium,"To unlock a state file, use the 'terraform force-unlock <LOCK_ID>' command, where the lock ID is provided by the error message received during a failed operation. This command manually removes the lock from the state backend, such as S3 or Terraform Cloud. Exercise extreme caution, as forcing an unlock while another process is actively writing to the state can lead to corruption.",Terraform
eaba62ca-543,eaba62ca,Completed,Collective,SSL/TLS,Certificate Management,30) Have you created certificates in your projects?,Medium,"Yes, I have managed certificates using tools like OpenSSL for self-signed testing and Certbot for automated Let's Encrypt provisioning. I have also integrated AWS Certificate Manager (ACM) for managing public and private certificates within cloud infrastructure. This process involves generating CSRs, validating domain ownership, and ensuring proper renewal cycles to prevent service outages.",Networking
eaba62ca-544,eaba62ca,Completed,Collective,Kubernetes,Security,31) How do you maintain security in Kubernetes applications you deploy?,Medium,"Security is maintained by implementing Role-Based Access Control (RBAC) to enforce the principle of least privilege and using Network Policies to restrict pod-to-pod communication. Additionally, it is critical to scan container images for vulnerabilities, use secrets management tools like HashiCorp Vault instead of plain environment variables, and enforce security contexts to restrict container privileges. Finally, enabling admission controllers like OPA Gatekeeper ensures that only compliant configurations are deployed to the cluster.",Kubernetes
eaba62ca-545,eaba62ca,Completed,Collective,Kubernetes,etcd Security,32) Are you securing etcd and applying any external security mechanisms?,Hard,"Yes, etcd must be secured by enabling peer-to-peer and client-to-server TLS encryption using certificates. Additionally, access should be restricted via RBAC and firewall rules to ensure only authorized API servers can communicate with the cluster store. For enhanced security, etcd data at rest should be encrypted using a KMS provider or a static encryption configuration file.",Kubernetes
eaba62ca-546,eaba62ca,Completed,Collective,Linux,Shell Scripting & Automation,33) What kind of notifications have you automated using shell scripts?,Medium,"I have automated notifications for system health monitoring, such as disk usage thresholds, high CPU load alerts, and service status changes. These scripts typically use tools like 'mailx' for email, or 'curl' to send webhooks to platforms like Slack or Microsoft Teams. By integrating these scripts with cron jobs, I ensure real-time visibility into infrastructure performance and proactive incident response.",Linux
eaba62ca-547,eaba62ca,Completed,Collective,Prometheus and Grafana,Monitoring and Observability Stack,34) How do you set up Grafana and deploy Prometheus?,Medium,"Prometheus is typically deployed as a containerized service using Docker or Kubernetes (via Helm charts) to scrape metrics from targets. Once Prometheus is running and collecting data, you deploy Grafana, add Prometheus as a data source using its service URL, and import or create dashboards to visualize the metrics. This setup is commonly managed via Infrastructure as Code tools like Terraform or Ansible to ensure consistent configuration.",Monitoring Tools
